Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	root_freqs[1]	root_freqs[2]	tree_length
0	-638.2748	-746.858	108.5831	1.624688	0.7049331	0.229261	0.770739	1.047497
6	-642.1985	-750.0307	107.8322	1.718396	1.364496	0.306863	0.693137	1.047497
12	-642.5258	-750.2677	107.7419	1.463181	1.511896	0.252398	0.747602	1.254476
18	-643.2694	-750.6221	107.3526	1.173974	1.548187	0.337145	0.662855	1.745847
24	-638.1018	-745.8145	107.7127	1.44149	1.368683	0.389237	0.610763	1.382958
30	-641.0381	-749.205	108.1668	1.618482	1.112003	0.314931	0.685069	1.028741
36	-637.9432	-745.6409	107.6977	1.846533	1.816518	0.50434	0.49566	0.6616611
42	-651.4458	-759.5971	108.1512	1.664197	1.073868	0.506887	0.493113	1.034146
48	-644.4299	-752.2776	107.8477	1.789641	1.563523	0.344278	0.655722	0.7860073
54	-637.8676	-745.6279	107.7603	1.996476	1.563523	0.320508	0.679492	0.4901655
60	-636.4592	-744.6532	108.194	2.13579	0.8987311	0.345808	0.654192	0.5484039
66	-634.1451	-742.0523	107.9072	2.439653	0.8857291	0.345808	0.654192	0.4728704
72	-638.2463	-746.4333	108.187	1.742946	1.025643	0.198526	0.801474	0.9660642
78	-640.2352	-748.3616	108.1264	2.024374	0.8183982	0.31687	0.68313	0.9660642
84	-644.93	-752.6506	107.7206	2.269332	1.239176	0.358927	0.641073	0.6033357
90	-637.6418	-745.6619	108.0201	2.261239	0.9477267	0.292672	0.707328	0.5218665
96	-636.9119	-745.1787	108.2668	2.097834	0.8701381	0.346333	0.653667	0.5218665
102	-647.0456	-754.7274	107.6818	2.097834	1.473036	0.232448	0.767552	0.6616135
108	-639.1348	-747.0296	107.8948	2.014249	1.307023	0.512771	0.487229	0.6616135
114	-651.3371	-759.3036	107.9665	2.211965	1.007285	0.28342	0.71658	0.6616135
120	-647.7412	-755.5773	107.8361	1.273825	0.9807445	0.338101	0.661899	1.673085
126	-642.0185	-749.3113	107.2928	1.517757	1.378266	0.545083	0.454917	1.634609
132	-647.1227	-754.6546	107.5319	1.320425	1.299999	0.399538	0.600462	1.64964
138	-645.1624	-752.3129	107.1505	1.508727	1.552511	0.409328	0.590672	1.64964
144	-650.4016	-758.2782	107.8765	1.760277	0.8082197	0.217972	0.782028	1.422428
150	-643.6162	-751.3964	107.7802	1.921442	1.19783	0.458194	0.541806	1.035172
156	-642.0631	-750.0005	107.9374	1.959364	1.375742	0.440995	0.559005	0.5150469
162	-643.3939	-750.9476	107.5537	1.743857	2.04938	0.445057	0.554943	0.825308
168	-639.6546	-747.8087	108.1541	2.015083	0.8486315	0.2284	0.7716	0.9092516
